
Date,Open,High,Low,Close,Adj Close,Volume
2024-06-10,196.90,197.30,192.15,193.12,192.68,97262100
2024-06-07,194.65,196.94,194.14,196.89,196.45,53103900
2024-06-06,195.69,196.50,194.17,194.48,194.04,41181800
2024-06-05,195.40,196.90,194.87,195.87,195.43,54156800
2024-06-04,194.64,195.32,193.03,194.35,193.91,47471400
2024-06-03,192.90,194.99,192.52,194.03,193.59,50080500
2024-05-31,191.44,192.57,189.91,192.25,191.82,75158300
2024-05-30,190.76,192.18,190.63,191.29,190.86,49947900
2024-05-29,189.61,192.25,189.51,190.29,189.86,53068000
2024-05-28,191.51,193.00,189.10,189.99,189.56,52280100
2024-05-24,188.82,190.58,188.04,189.98,189.55,36294600
2024-05-23,190.98,191.00,186.63,186.88,186.46,51005900
2024-05-22,192.27,192.82,190.27,190.90,190.47,34648500
2024-05-21,191.09,192.73,190.92,192.35,191.92,42309400
2024-05-20,189.33,191.92,189.01,191.04,190.61,44361300
2024-05-17,189.51,190.81,189.18,189.87,189.44,41282900
2024-05-16,190.47,191.10,189.66,189.84,189.41,52845200
2024-05-15,187.91,190.65,187.37,189.72,189.29,70400000
2024-05-14,187.51,188.30,186.29,187.43,187.01,52393600
2024-05-13,185.44,187.10,184.62,186.28,185.86,72044800
2024-05-10,0.25 Dividend
2024-05-10,184.90,185.09,182.13,183.05,182.64,50759500
2024-05-09,182.56,184.66,182.11,184.57,183.90,48983000
2024-05-08,182.85,183.07,181.45,182.74,182.08,45057100
2024-05-07,183.45,184.90,181.32,182.40,181.74,77305800
2024-05-06,182.35,184.20,180.42,181.71,181.05,78569700
2024-05-03,186.65,187.00,182.66,183.38,182.72,163224100
2024-05-02,172.51,173.42,170.89,173.03,172.41,94214900
2024-05-01,169.58,172.71,169.11,169.30,168.69,50383100
2024-04-30,173.33,174.99,170.00,170.33,169.72,65934800
2024-04-29,173.37,176.03,173.10,173.50,172.87,68169400
2024-04-26,169.88,171.34,169.18,169.30,168.69,44838400
2024-04-25,169.53,170.61,168.15,169.89,169.28,50558300
2024-04-24,166.54,169.30,166.21,169.02,168.41,48251800
2024-04-23,165.35,167.05,164.92,166.90,166.30,49537800
2024-04-22,165.52,167.26,164.77,165.84,165.24,48116400
2024-04-19,166.21,166.40,164.08,165.00,164.41,67772100
2024-04-18,168.03,168.64,166.55,167.04,166.44,43122900
2024-04-17,169.61,170.65,168.00,168.00,167.39,50901200
2024-04-16,171.75,173.76,168.27,169.38,168.77,73711200
2024-04-15,175.36,176.63,172.50,172.69,172.07,73531800
2024-04-12,174.26,178.36,174.21,176.55,175.91,101593300
2024-04-11,168.34,175.46,168.16,175.04,174.41,91070300
2024-04-10,168.80,169.09,167.11,167.78,167.18,49709300
2024-04-09,168.70,170.08,168.35,169.67,169.06,42451200
2024-04-08,169.03,169.20,168.24,168.45,167.84,37425500
2024-04-05,169.59,170.39,168.95,169.58,168.97,42055200
2024-04-04,170.29,171.92,168.82,168.82,168.21,53704400
2024-04-03,168.79,170.68,168.58,169.65,169.04,47691700
2024-04-02,169.08,169.34,168.23,168.84,168.23,49329500
2024-04-01,171.19,171.25,169.48,170.03,169.42,46240500
2024-03-28,171.75,172.23,170.51,171.48,170.86,65672700
2024-03-27,170.41,173.60,170.11,173.31,172.69,60273300
2024-03-26,170.00,171.42,169.58,169.71,169.10,57388400
2024-03-25,170.57,171.94,169.45,170.85,170.23,54288300
2024-03-22,171.76,173.05,170.06,172.28,171.66,71106600
2024-03-21,177.05,177.49,170.84,171.37,170.75,106181300
2024-03-20,175.72,178.67,175.09,178.67,178.03,53423100
2024-03-19,174.34,176.61,173.03,176.08,175.45,55215200
2024-03-18,175.57,177.71,173.52,173.72,173.09,75604200
2024-03-15,171.17,172.62,170.29,172.62,172.00,121664700
2024-03-14,172.91,174.31,172.05,173.00,172.38,72913500
2024-03-13,172.77,173.19,170.76,171.13,170.51,52488700
2024-03-12,173.15,174.03,171.01,173.23,172.61,59825400
2024-03-11,172.94,174.38,172.05,172.75,172.13,60139500
2024-03-08,169.00,173.70,168.94,170.73,170.11,76114600
2024-03-07,169.15,170.73,168.49,169.00,168.39,71765100
2024-03-06,171.06,171.24,168.68,169.12,168.51,68587700
2024-03-05,170.76,172.04,169.62,170.12,169.51,95132400
2024-03-04,176.15,176.90,173.79,175.10,174.47,81510100
2024-03-01,179.55,180.53,177.38,179.66,179.01,73488000
2024-02-29,181.27,182.57,179.53,180.75,180.10,136682600
2024-02-28,182.51,183.12,180.13,181.42,180.77,48953900
2024-02-27,181.10,183.92,179.56,182.63,181.97,54318900
2024-02-26,182.24,182.76,180.65,181.16,180.51,40867400
2024-02-23,185.01,185.04,182.23,182.52,181.86,45119700
2024-02-22,183.48,184.96,182.46,184.37,183.71,52292200
2024-02-21,181.94,182.89,180.66,182.32,181.66,41529700
2024-02-20,181.79,182.43,180.00,181.56,180.91,53665600
2024-02-16,183.42,184.85,181.67,182.31,181.65,49701400
2024-02-15,183.55,184.49,181.35,183.86,183.20,65434500
2024-02-14,185.32,185.53,182.44,184.15,183.49,54630500
2024-02-13,185.77,186.21,183.51,185.04,184.37,56529500
2024-02-12,188.42,188.67,186.79,187.15,186.48,41781900
2024-02-09,0.24 Dividend
2024-02-09,188.65,189.99,188.00,188.85,188.17,45155200
2024-02-08,189.39,189.54,187.35,188.32,187.40,40962000
2024-02-07,190.64,191.05,188.61,189.41,188.49,53439000
